"event","top_inning","batter_name","date"
"Strikeout","Y","John Buck","2012-06-01"
"Single","Y","Chris Coghlan","2012-06-01"
"Single","Y","Donnie Murphy","2012-06-01"
"Grounded Into DP","Y","Jose Reyes","2012-06-01"
"Double","N","Freddy Galvis","2012-06-01"
"Sac Bunt","N","Pete Orr","2012-06-01"
"Groundout","N","Jimmy Rollins","2012-06-01"
"Groundout","N","Placido Polanco","2012-06-01"
"Flyout","Y","Omar Infante","2012-06-01"
"Groundout","Y","Hanley Ramirez","2012-06-01"
"Flyout","Y","Michael Stanton","2012-06-01"
"Flyout","Y","Mike Stanton","2012-06-01"
"Flyout","Y","Giancarlo Stanton","2012-06-01"
"Single","N","Hunter Pence","2012-06-01"
"Strikeout","N","Carlos Ruiz","2012-06-01"
"Walk","N","Ty Wigginton","2012-06-01"
"Double","N","Hector Luna","2012-06-01"
"Pop Out","N","John Mayberry","2012-06-01"
"Pop Out","N","John MayberryJr.","2012-06-01"
"Flyout","N","Freddy Galvis","2012-06-01"
"Home Run","Y","Logan Morrison","2012-06-01"
"Home Run","Y","Justin Ruggiano","2012-06-01"
"Walk","Y","John Buck","2012-06-01"
"Strikeout","Y","Chris Coghlan","2012-06-01"
"Single","Y","Donovan Solano","2012-06-01"
"Single","Y","Jose Reyes","2012-06-01"
"Pop Out","Y","Omar Infante","2012-06-01"
"Strikeout","Y","Hanley Ramirez","2012-06-01"
"Pop Out","N","Juan Pierre","2012-06-01"
"Groundout","N","Jimmy Rollins","2012-06-01"
"Groundout","N","Placido Polanco","2012-06-01"
"Groundout","Y","Michael Stanton","2012-06-01"
"Groundout","Y","Mike Stanton","2012-06-01"
"Groundout","Y","Giancarlo Stanton","2012-06-01"
"Flyout","Y","Logan Morrison","2012-06-01"
"Single","Y","Justin Ruggiano","2012-06-01"
"Flyout","Y","Greg Dobbs","2012-06-01"
"Flyout","Y","","2012-06-01"
"Flyout","Y","Denard Span","2012-06-01"
"Flyout","Y","Ben Revere","2012-06-01"
"Groundout","Y","Joe Mauer","2012-06-01"
"Strikeout","N","Shin-Soo Choo","2012-06-01"
"Single","N","Jason Kipnis","2012-06-01"
"Strikeout","N","Asdrubal Cabrera","2012-06-01"
"Flyout","N","Jose Lopez","2012-06-01"
"Walk","Y","Josh Willingham","2012-06-01"
"Forceout","Y","Justin Morneau","2012-06-01"
"Single","Y","Ryan Doumit","2012-06-01"
"Grounded Into DP","Y","Brian Dozier","2012-06-01"
"Groundout","N","Michael Brantley","2012-06-01"
"Groundout","N","Casey Kotchman","2012-06-01"
"Single","N","Johnny Damon","2012-06-01"
"Home Run","N","Lonnie Chisenhall","2012-06-01"
"Groundout","N","Lou Marson","2012-06-01"
"Strikeout","Y","Alexi Casilla","2012-06-01"
"Field Error","Y","Jamey Carroll","2012-06-01"
"Lineout","Y","Denard Span","2012-06-01"
"Lineout","Y","Ben Revere","2012-06-01"
"Single","N","Shin-Soo Choo","2012-06-01"
"Flyout","N","Jason Kipnis","2012-06-01"
"Flyout","N","Asdrubal Cabrera","2012-06-01"
"Field Error","N","Jose Lopez","2012-06-01"
"Double","N","Michael Brantley","2012-06-01"
"Flyout","N","Casey Kotchman","2012-06-01"
"Groundout","Y","Joe Mauer","2012-06-01"
"Strikeout","Y","Josh Willingham","2012-06-01"
"Groundout","Y","Justin Morneau","2012-06-01"
"Groundout","N","Johnny Damon","2012-06-01"
"Single","N","Lonnie Chisenhall","2012-06-01"
"Walk","N","Lou Marson","2012-06-01"
"Single","N","Shin-Soo Choo","2012-06-01"
"Home Run","N","Jason Kipnis","2012-06-01"
"Pop Out","N","Asdrubal Cabrera","2012-06-01"
"Single","N","Jose Lopez","2012-06-01"
"Groundout","N","Michael Brantley","2012-06-01"
"Single","Y","Ryan Doumit","2012-06-01"
"Grounded Into DP","Y","Brian Dozier","2012-06-01"
"Groundout","Y","Alexi Casilla","2012-06-01"
"Groundout","N","Casey Kotchman","2012-06-01"
"Single","N","Johnny Damon","2012-06-01"
"Single","N","Lonnie Chisenhall","2012-06-01"
"Lineout","N","Lou Marson","2012-06-01"
"Flyout","N","Shin-Soo Choo","2012-06-01"
"Groundout","Y","Jamey Carroll","2012-06-01"
"Lineout","Y","Denard Span","2012-06-01"
"Lineout","Y","Ben Revere","2012-06-01"
"Groundout","N","Jason Kipnis","2012-06-01"
"Strikeout","N","Asdrubal Cabrera","2012-06-01"
"Single","N","Jose Lopez","2012-06-01"
"Forceout","N","Michael Brantley","2012-06-01"
"Groundout","Y","Joe Mauer","2012-06-01"
"Single","Y","Josh Willingham","2012-06-01"
"Flyout","Y","Justin Morneau","2012-06-01"
"Single","Y","Ryan Doumit","2012-06-01"
"Single","Y","Brian Dozier","2012-06-01"
"Strikeout","Y","Alexi Casilla","2012-06-01"
"Groundout","N","Casey Kotchman","2012-06-01"
"Flyout","N","Johnny Damon","2012-06-01"
"Strikeout","N","Lonnie Chisenhall","2012-06-01"
"Flyout","Y","Jamey Carroll","2012-06-01"
"Single","Y","Denard Span","2012-06-01"
"Lineout","Y","Ben Revere","2012-06-01"
"Flyout","Y","Joe Mauer","2012-06-01"
"Single","N","Lou Marson","2012-06-01"
"Strikeout","N","Shin-Soo Choo","2012-06-01"
"Flyout","N","Jason Kipnis","2012-06-01"
"Single","N","Asdrubal Cabrera","2012-06-01"
"Forceout","N","Jose Lopez","2012-06-01"
"Strikeout","Y","Josh Willingham","2012-06-01"
"Flyout","Y","Justin Morneau","2012-06-01"
"Groundout","Y","Ryan Doumit","2012-06-01"
"Single","Y","Derek Jeter","2012-06-01"
"Strikeout","Y","Curtis Granderson","2012-06-01"
"Lineout","Y","Mark Teixeira","2012-06-01"
"Strikeout","Y","Alex Rodriguez","2012-06-01"
"Triple","N","Quintin Berry","2012-06-01"
"Triple","N","Quintin Berry","2012-06-01"
"Single","N","Daniel Worth","2012-06-01"
"Single","N","Daniel Worth","2012-06-01"
"Single","N","Danny Worth","2012-06-01"
"Single","N","Danny Worth","2012-06-01"
"Grounded Into DP","N","Miguel Cabrera","2012-06-01"
"Grounded Into DP","N","Miguel Cabrera","2012-06-01"
"Walk","N","Prince Fielder","2012-06-01"
"Walk","N","Prince Fielder","2012-06-01"
"Strikeout","N","Delmon Young","2012-06-01"
"Strikeout","N","Delmon Young","2012-06-01"
"Walk","Y","Robinson Cano","2012-06-01"
"Walk","Y","Nick Swisher","2012-06-01"
"Pop Out","Y","Andruw Jones","2012-06-01"
"Walk","Y","Jayson Nix","2012-06-01"
"Flyout","Y","Chris Stewart","2012-06-01"
"Walk","Y","Derek Jeter","2012-06-01"
"Home Run","Y","Curtis Granderson","2012-06-01"
"Flyout","Y","Mark Teixeira","2012-06-01"
"Groundout","N","Gerald Laird","2012-06-01"
"Groundout","N","Gerald Laird","2012-06-01"
"Flyout","N","Brennan Boesch","2012-06-01"
"Flyout","N","Brennan Boesch","2012-06-01"
"Groundout","N","Omir Santos","2012-06-01"
"Groundout","N","Omir Santos","2012-06-01"
"Strikeout","Y","Alex Rodriguez","2012-06-01"
"Groundout","Y","Robinson Cano","2012-06-01"
"Flyout","Y","Nick Swisher","2012-06-01"
"Home Run","N","Ramon Santiago","2012-06-01"
"Home Run","N","Ramon Santiago","2012-06-01"
"Double","N","Quintin Berry","2012-06-01"
"Double","N","Quintin Berry","2012-06-01"
"Groundout","N","Daniel Worth","2012-06-01"
"Groundout","N","Daniel Worth","2012-06-01"
"Groundout","N","Danny Worth","2012-06-01"
"Groundout","N","Danny Worth","2012-06-01"
"Strikeout","N","Miguel Cabrera","2012-06-01"
"Strikeout","N","Miguel Cabrera","2012-06-01"
"Single","N","Prince Fielder","2012-06-01"
"Single","N","Prince Fielder","2012-06-01"
"Double","N","Delmon Young","2012-06-01"
"Double","N","Delmon Young","2012-06-01"
"Walk","N","Gerald Laird","2012-06-01"
"Walk","N","Gerald Laird","2012-06-01"
"Strikeout","N","Brennan Boesch","2012-06-01"
"Strikeout","N","Brennan Boesch","2012-06-01"
"Groundout","Y","Andruw Jones","2012-06-01"
"Double","Y","Jayson Nix","2012-06-01"
"Single","Y","Chris Stewart","2012-06-01"
"Strikeout","Y","Derek Jeter","2012-06-01"
"Groundout","Y","Curtis Granderson","2012-06-01"
"Strikeout","N","Omir Santos","2012-06-01"
"Strikeout","N","Omir Santos","2012-06-01"
"Lineout","N","Ramon Santiago","2012-06-01"
"Lineout","N","Ramon Santiago","2012-06-01"
"Bunt Groundout","N","Quintin Berry","2012-06-01"
"Bunt Groundout","N","Quintin Berry","2012-06-01"
"Single","Y","Mark Teixeira","2012-06-01"
"Flyout","Y","Alex Rodriguez","2012-06-01"
"Grounded Into DP","Y","Robinson Cano","2012-06-01"
"Flyout","N","Daniel Worth","2012-06-01"
"Flyout","N","Daniel Worth","2012-06-01"
"Flyout","N","Danny Worth","2012-06-01"
"Flyout","N","Danny Worth","2012-06-01"
"Groundout","N","Miguel Cabrera","2012-06-01"
"Groundout","N","Miguel Cabrera","2012-06-01"
"Groundout","N","Prince Fielder","2012-06-01"
"Groundout","N","Prince Fielder","2012-06-01"
"Flyout","Y","Nick Swisher","2012-06-01"
"Flyout","Y","Andruw Jones","2012-06-01"
"Strikeout","Y","Jayson Nix","2012-06-01"
"Single","N","Delmon Young","2012-06-01"
"Single","N","Delmon Young","2012-06-01"
"Single","N","Gerald Laird","2012-06-01"
"Single","N","Gerald Laird","2012-06-01"
"Flyout","N","Brennan Boesch","2012-06-01"
"Flyout","N","Brennan Boesch","2012-06-01"
"Grounded Into DP","N","Omir Santos","2012-06-01"
"Grounded Into DP","N","Omir Santos","2012-06-01"
"Strikeout","Y","Chris Stewart","2012-06-01"
"Single","Y","Derek Jeter","2012-06-01"
"Flyout","Y","Curtis Granderson","2012-06-01"
"Flyout","Y","Mark Teixeira","2012-06-01"
"Groundout","N","Ramon Santiago","2012-06-01"
"Groundout","N","Ramon Santiago","2012-06-01"
"Flyout","N","Quintin Berry","2012-06-01"
"Flyout","N","Quintin Berry","2012-06-01"
"Strikeout","N","Daniel Worth","2012-06-01"
"Strikeout","N","Daniel Worth","2012-06-01"
"Strikeout","N","Danny Worth","2012-06-01"
"Strikeout","N","Danny Worth","2012-06-01"
"Strikeout","Y","Alex Rodriguez","2012-06-01"
"Strikeout","Y","Robinson Cano","2012-06-01"
"Walk","Y","Nick Swisher","2012-06-01"
"Double","Y","Andruw Jones","2012-06-01"
"Walk","Y","Jayson Nix","2012-06-01"
"Flyout","Y","Chris Stewart","2012-06-01"
"Double","N","Miguel Cabrera","2012-06-01"
"Flyout","N","Prince Fielder","2012-06-01"
"Single","N","Delmon Young","2012-06-01"
"Sac Fly","N","Jhonny Peralta","2012-06-01"
"Flyout","N","Brennan Boesch","2012-06-01"
"Groundout","Y","Derek Jeter","2012-06-01"
"Single","Y","Curtis Granderson","2012-06-01"
"Strikeout","Y","Mark Teixeira","2012-06-01"
"Home Run","Y","Alex Rodriguez","2012-06-01"
"Strikeout","Y","Robinson Cano","2012-06-01"
"Walk","N","Alex Avila","2012-06-01"
"Forceout","N","Ramon Santiago","2012-06-01"
"Single","N","Quintin Berry","2012-06-01"
"Walk","N","Daniel Worth","2012-06-01"
"Walk","N","Danny Worth","2012-06-01"
"Grounded Into DP","N","Miguel Cabrera","2012-06-01"
"Double","Y","Jemile Weeks","2012-06-01"
"Double","Y","Jemile Weeks","2012-06-01"
"Strikeout","Y","Seth Smith","2012-06-01"
"Strikeout","Y","Seth Smith","2012-06-01"
"Flyout","Y","Josh Reddick","2012-06-01"
"Flyout","Y","Josh Reddick","2012-06-01"
"Strikeout","Y","Yoenis Cespedes","2012-06-01"
"Strikeout","Y","Yoenis Cespedes","2012-06-01"
"Walk","N","Alex Gordon","2012-06-01"
"Double","N","Yuniesky Betancourt","2012-06-01"
"Flyout","N","Billy Butler","2012-06-01"
"Single","N","Mike Moustakas","2012-06-01"
"Flyout","N","Jeff Francoeur","2012-06-01"
"Single","N","Eric Hosmer","2012-06-01"
"Groundout","N","Alcides Escobar","2012-06-01"
"Groundout","Y","Kila Ka'aihue","2012-06-01"
"Groundout","Y","Kila Ka'aihue","2012-06-01"
"Groundout","Y","Brandon Inge","2012-06-01"
"Groundout","Y","Brandon Inge","2012-06-01"
"Groundout","Y","Coco Crisp","2012-06-01"
"Groundout","Y","Coco Crisp","2012-06-01"
"Groundout","N","Jarrod Dyson","2012-06-01"
"Groundout","N","Humberto Quintero","2012-06-01"
"Double","N","Alex Gordon","2012-06-01"
"Flyout","N","Yuniesky Betancourt","2012-06-01"
"Groundout","Y","Kurt Suzuki","2012-06-01"
"Groundout","Y","Kurt Suzuki","2012-06-01"
"Flyout","Y","Cliff Pennington","2012-06-01"
"Flyout","Y","Cliff Pennington","2012-06-01"
"Single","Y","Jemile Weeks","2012-06-01"
"Single","Y","Jemile Weeks","2012-06-01"
"Walk","Y","Seth Smith","2012-06-01"
"Walk","Y","Seth Smith","2012-06-01"
"Runner Out","Y","Josh Reddick","2012-06-01"
"Runner Out","Y","Josh Reddick","2012-06-01"
"Single","N","Billy Butler","2012-06-01"
"Walk","N","Mike Moustakas","2012-06-01"
"Single","N","Jeff Francoeur","2012-06-01"
"Forceout","N","Eric Hosmer","2012-06-01"
"Grounded Into DP","N","Alcides Escobar","2012-06-01"
"Single","Y","Josh Reddick","2012-06-01"
"Single","Y","Josh Reddick","2012-06-01"
"Forceout","Y","Yoenis Cespedes","2012-06-01"
"Forceout","Y","Yoenis Cespedes","2012-06-01"
"Walk","Y","Kila Ka'aihue","2012-06-01"
"Walk","Y","Kila Ka'aihue","2012-06-01"
"Walk","Y","Brandon Inge","2012-06-01"
"Walk","Y","Brandon Inge","2012-06-01"
"Lineout","Y","Coco Crisp","2012-06-01"
"Lineout","Y","Coco Crisp","2012-06-01"
"Groundout","N","Jarrod Dyson","2012-06-01"
"Groundout","N","Humberto Quintero","2012-06-01"
"Strikeout","N","Alex Gordon","2012-06-01"
"Groundout","Y","Kurt Suzuki","2012-06-01"
"Groundout","Y","Kurt Suzuki","2012-06-01"
"Strikeout","Y","Cliff Pennington","2012-06-01"
"Strikeout","Y","Cliff Pennington","2012-06-01"
"Strikeout","Y","Jemile Weeks","2012-06-01"
"Strikeout","Y","Jemile Weeks","2012-06-01"
"Pop Out","N","Yuniesky Betancourt","2012-06-01"
"Strikeout","N","Billy Butler","2012-06-01"
"Pop Out","N","Mike Moustakas","2012-06-01"
"Groundout","Y","Seth Smith","2012-06-01"
"Groundout","Y","Seth Smith","2012-06-01"
"Strikeout","Y","Josh Reddick","2012-06-01"
"Strikeout","Y","Josh Reddick","2012-06-01"
"Groundout","Y","Yoenis Cespedes","2012-06-01"
"Groundout","Y","Yoenis Cespedes","2012-06-01"
"Groundout","N","Jeff Francoeur","2012-06-01"
"Groundout","N","Eric Hosmer","2012-06-01"
"Single","N","Alcides Escobar","2012-06-01"
"Pop Out","N","Jarrod Dyson","2012-06-01"
"Flyout","Y","Kila Ka'aihue","2012-06-01"
"Strikeout","Y","Brandon Inge","2012-06-01"
"Groundout","Y","Coco Crisp","2012-06-01"
"Single","N","Humberto Quintero","2012-06-01"
"Grounded Into DP","N","Alex Gordon","2012-06-01"
"Strikeout","N","Yuniesky Betancourt","2012-06-01"
"Walk","Y","Kurt Suzuki","2012-06-01"
"Strikeout","Y","Cliff Pennington","2012-06-01"
"Forceout","Y","Jemile Weeks","2012-06-01"
"Flyout","Y","Seth Smith","2012-06-01"
"Groundout","N","Billy Butler","2012-06-01"
"Walk","N","Mike Moustakas","2012-06-01"
"Strikeout","N","Jeff Francoeur","2012-06-01"
"Forceout","N","Eric Hosmer","2012-06-01"
"Strikeout","Y","Josh Reddick","2012-06-01"
"Strikeout","Y","Yoenis Cespedes","2012-06-01"
"Groundout","Y","Kila Ka'aihue","2012-06-01"
"Walk","Y","Jose Tabata","2012-06-01"
"Fielders Choice Out","Y","Josh Harrison","2012-06-01"
"Walk","Y","Andrew McCutchen","2012-06-01"
"Strikeout","Y","Pedro Alvarez","2012-06-01"
"Groundout","Y","Neil Walker","2012-06-01"
"Pop Out","N","Corey Hart","2012-06-01"
"Home Run","N","Nyjer Morgan","2012-06-01"
"Lineout","N","Ryan Braun","2012-06-01"
"Flyout","N","Aramis Ramirez","2012-06-01"
"Groundout","Y","Matt Hague","2012-06-01"
"Single","Y","Rod Barajas","2012-06-01"
"Strikeout","Y","Jordy Mercer","2012-06-01"
"Single","Y","Kevin Correia","2012-06-01"
"Forceout","Y","Jose Tabata","2012-06-01"
"Field Error","N","George Kottaras","2012-06-01"
"Flyout","N","Brooks Conrad","2012-06-01"
"Grounded Into DP","N","Taylor Green","2012-06-01"
"Triple","Y","Josh Harrison","2012-06-01"
"Triple","Y","Andrew McCutchen","2012-06-01"
"Strikeout","Y","Pedro Alvarez","2012-06-01"
"Single","Y","Neil Walker","2012-06-01"
"Single","Y","Matt Hague","2012-06-01"
"Single","Y","Rod Barajas","2012-06-01"
"Walk","Y","Jordy Mercer","2012-06-01"
"Forceout","Y","Kevin Correia","2012-06-01"
"Double","Y","Jose Tabata","2012-06-01"
"Flyout","Y","Josh Harrison","2012-06-01"
"Groundout","N","Cody Ransom","2012-06-01"
"Groundout","N","Randy Wolf","2012-06-01"
"Single","N","Corey Hart","2012-06-01"
"Flyout","N","Nyjer Morgan","2012-06-01"
"Pop Out","Y","Andrew McCutchen","2012-06-01"
"Groundout","Y","Pedro Alvarez","2012-06-01"
"Flyout","Y","Neil Walker","2012-06-01"
"Strikeout","N","Ryan Braun","2012-06-01"
"Groundout","N","Aramis Ramirez","2012-06-01"
"Single","N","George Kottaras","2012-06-01"
"Strikeout","N","Brooks Conrad","2012-06-01"
"Flyout","Y","Matt Hague","2012-06-01"
"Flyout","Y","Rod Barajas","2012-06-01"
"Flyout","Y","Jordy Mercer","2012-06-01"
"Groundout","N","Taylor Green","2012-06-01"
"Walk","N","Cody Ransom","2012-06-01"
"Grounded Into DP","N","Randy Wolf","2012-06-01"
"Strikeout","Y","Kevin Correia","2012-06-01"
"Walk","Y","Jose Tabata","2012-06-01"
"Strikeout","Y","Josh Harrison","2012-06-01"
"Home Run","N","Corey Hart","2012-06-01"
"Flyout","N","Nyjer Morgan","2012-06-01"
"Single","N","Ryan Braun","2012-06-01"
"Lineout","N","Aramis Ramirez","2012-06-01"
"Walk","N","George Kottaras","2012-06-01"
"Forceout","N","Brooks Conrad","2012-06-01"
"Forceout","N","Brooks Conrad","2012-06-01"
"Strikeout","Y","Andrew McCutchen","2012-06-01"
"Flyout","Y","Pedro Alvarez","2012-06-01"
"Walk","Y","Neil Walker","2012-06-01"
"Single","Y","Matt Hague","2012-06-01"
"Flyout","Y","Rod Barajas","2012-06-01"
"Single","N","Carlos Gomez","2012-06-01"
"Single","N","Carlos Gomez","2012-06-01"
"Flyout","N","Cody Ransom","2012-06-01"
"Flyout","N","Cody Ransom","2012-06-01"
"Groundout","N","Edwin Maysonet","2012-06-01"
"Strikeout","N","Corey Hart","2012-06-01"
"Groundout","Y","Jordy Mercer","2012-06-01"
"Flyout","Y","Casey McGehee","2012-06-01"
"Double","Y","Jose Tabata","2012-06-01"
"Walk","Y","Josh Harrison","2012-06-01"
"Double","Y","Andrew McCutchen","2012-06-01"
"Lineout","Y","Pedro Alvarez","2012-06-01"
"Double","N","Nyjer Morgan","2012-06-01"
"Pop Out","N","Norichika Aoki","2012-06-01"
"Walk","N","Aramis Ramirez","2012-06-01"
"Flyout","N","George Kottaras","2012-06-01"
"Strikeout","N","Brooks Conrad","2012-06-01"
"Single","Y","Neil Walker","2012-06-01"
"Single","Y","Gorkys Hernandez","2012-06-01"
"Flyout","Y","Rod Barajas","2012-06-01"
"Strikeout","Y","Jordy Mercer","2012-06-01"
"Groundout","Y","Casey McGehee","2012-06-01"
"Strikeout","N","Carlos Gomez","2012-06-01"
"Flyout","N","Cody Ransom","2012-06-01"
"Strikeout","N","Martin Maldonado","2012-06-01"
"Groundout","Y","Ichiro Suzuki","2012-06-01"
"Walk","Y","Dustin Ackley","2012-06-01"
"Groundout","Y","Kyle Seager","2012-06-01"
"Flyout","Y","Jesus Montero","2012-06-01"
"Hit By Pitch","N","Alejandro De Aza","2012-06-01"
"Home Run","N","Gordon Beckham","2012-06-01"
"Strikeout","N","Adam Dunn","2012-06-01"
"Flyout","N","Paul Konerko","2012-06-01"
"Strikeout","N","Alex Rios","2012-06-01"
"Groundout","Y","Justin Smoak","2012-06-01"
"Walk","Y","Mike Carp","2012-06-01"
"Grounded Into DP","Y","Miguel Olivo","2012-06-01"
"Groundout","N","A.J. Pierzynski","2012-06-01"
"Strikeout","N","Dayan Viciedo","2012-06-01"
"Lineout","N","Alexei Ramirez","2012-06-01"
"Groundout","Y","Michael Saunders","2012-06-01"
"Flyout","Y","Brendan Ryan","2012-06-01"
"Flyout","Y","Ichiro Suzuki","2012-06-01"
"Groundout","N","Orlando Hudson","2012-06-01"
"Walk","N","Alejandro De Aza","2012-06-01"
"Strikeout","N","Gordon Beckham","2012-06-01"
"Walk","N","Adam Dunn","2012-06-01"
"Walk","N","Paul Konerko","2012-06-01"
"Strikeout","N","Alex Rios","2012-06-01"
"Strikeout","Y","Dustin Ackley","2012-06-01"
"Strikeout","Y","Kyle Seager","2012-06-01"
"Pop Out","Y","Jesus Montero","2012-06-01"
"Groundout","N","A.J. Pierzynski","2012-06-01"
"Groundout","N","Dayan Viciedo","2012-06-01"
"Pop Out","N","Alexei Ramirez","2012-06-01"
"Single","Y","Justin Smoak","2012-06-01"
"Strikeout","Y","Mike Carp","2012-06-01"
"Grounded Into DP","Y","Miguel Olivo","2012-06-01"
"Single","N","Orlando Hudson","2012-06-01"
"Strikeout","N","Alejandro De Aza","2012-06-01"
"Home Run","N","Gordon Beckham","2012-06-01"
"Home Run","N","Adam Dunn","2012-06-01"
"Walk","N","Paul Konerko","2012-06-01"
"Single","N","Alex Rios","2012-06-01"
"Forceout","N","A.J. Pierzynski","2012-06-01"
"Pop Out","Y","Michael Saunders","2012-06-01"
"Strikeout","Y","Brendan Ryan","2012-06-01"
"Groundout","Y","Ichiro Suzuki","2012-06-01"
"Groundout","N","Dayan Viciedo","2012-06-01"
"Pop Out","N","Alexei Ramirez","2012-06-01"
"Flyout","N","Orlando Hudson","2012-06-01"
"Double","Y","Dustin Ackley","2012-06-01"
"Home Run","Y","Kyle Seager","2012-06-01"
"Groundout","Y","Jesus Montero","2012-06-01"
"Walk","Y","Justin Smoak","2012-06-01"
"Single","Y","Mike Carp","2012-06-01"
"Forceout","Y","Miguel Olivo","2012-06-01"
"Groundout","Y","Michael Saunders","2012-06-01"
"Single","N","Alejandro De Aza","2012-06-01"
"Double Play","N","Gordon Beckham","2012-06-01"
"Strikeout","N","Adam Dunn","2012-06-01"
"Strikeout","Y","Brendan Ryan","2012-06-01"
"Single","Y","Ichiro Suzuki","2012-06-01"
"Walk","Y","Dustin Ackley","2012-06-01"
"Single","Y","Kyle Seager","2012-06-01"
"Pop Out","Y","Jesus Montero","2012-06-01"
"Single","Y","Justin Smoak","2012-06-01"
"Pop Out","Y","Mike Carp","2012-06-01"
"Field Error","N","Paul Konerko","2012-06-01"
"Groundout","N","Alex Rios","2012-06-01"
"Intent Walk","N","A.J. Pierzynski","2012-06-01"
"Strikeout","N","Dayan Viciedo","2012-06-01"
"Single","N","Alexei Ramirez","2012-06-01"
"Walk","N","Orlando Hudson","2012-06-01"
"Single","N","Alejandro De Aza","2012-06-01"
"Flyout","N","Gordon Beckham","2012-06-01"
"Double","Y","Miguel Olivo","2012-06-01"
"Flyout","Y","Michael Saunders","2012-06-01"
"Strikeout","Y","John Jaso","2012-06-01"
"Flyout","Y","Ichiro Suzuki","2012-06-01"
"Flyout","Y","Rafael Furcal","2012-06-01"
"Strikeout","Y","Carlos Beltran","2012-06-01"
"Flyout","Y","Matt Holliday","2012-06-01"
"Strikeout","N","Mike Baxter","2012-06-01"
"Strikeout","N","Kirk Nieuwenhuis","2012-06-01"
"Groundout","N","David Wright","2012-06-01"
"Flyout","Y","Allen Craig","2012-06-01"
"Walk","Y","David Freese","2012-06-01"
